Species,Population,Latitude,Longitude,Year_start,Year_end,Temperature,Vial,Replicate,Sex,Thorax_length,l2,l3p,l3d,lpd,l3,w1,w2,w3,wing_loading,Wing_area,Wing_shape,Wing_vein,Asymmetry_wing_area,Asymmetry_wing_shape,Asymmetry_wing_vein,Asymmetry_l2,Asymmetry_l3p,Asymmetry_l3d,Asymmetry_lpd,Asymmetry_l3,Asymmetry_w1,Asymmetry_w2,Asymmetry_w3
D.buzzatii,Binjour,-25.52,151.45,1994,1994,30,8,3,female,1.112,1.676,0.601,1.375,1.976,1.976,0.907,1.246,1.01,1.777,0.896,2.179,2.288,0.043,0.077,0.042,0.021689349112426037,0.004,0.016,0.012,0.013,0.038,0.02,0.033
D.buzzatii,Binjour,-25.52,151.45,1994,1994,30,8,3,male,1.054,1.612,0.502,1.408,1.91,1.909,0.863,1.175,0.996,1.810,0.824,2.21,2.808,0.031,0.035,0.11,0.006,0.009,0.03,0.021,0.021,0.023,0.016,0.029
D.buzzatii,Binjour,-25.52,151.45,1994,1994,30,9,1,female,1.119,1.678,0.6,1.404,2.003,2.003,0.881,1.204,0.998,1.790,0.882,2.277,2.343,0.059,0.091,0.165,0.029,0.038,0.01,0.027,0.027,0.047,0.03,0.03
D.buzzatii,Binjour,-25.52,151.45,1994,1994,30,9,1,male,1.062,1.55,0.56,1.315,1.875,1.874,0.874,1.165,0.966,1.766,0.819,2.146,2.356,0.01,0.071,0.293,0.085,0.062,0.018,0.044,0.043,0.009,0.006,0.001
D.buzzatii,Binjour,-25.52,151.45,1994,1994,30,9,2,female,1.135,1.671,0.55,1.459,2.009,2.008,0.878,1.216,0.993,1.769,0.881,2.288,2.653,0.028,0.105,0.081,0.025,0.016,0.002,0.014,0.014,0.034,0.022,0.015
D.buzzatii,Binjour,-25.52,151.45,1994,1994,30,9,2,male,1.051,1.565,0.528,1.327,1.854,1.853,0.837,1.141,0.959,1.763,0.776,2.213,2.515,0.054,0.053,0.09,0.013,0.001,0.045,0.044,0.042,0.039,0.037,0.036
D.buzzatii,Binjour,-25.52,151.45,1994,1994,30,9,3,female,1.061,1.597,0.526,1.39,1.916,1.916,0.831,1.14,0.956,1.805,0.796,2.304,2.646,0.003,0.053,0.041,0.014,0.001,0.019,0.018,0.019,0.011,0.025,0.011
D.buzzatii,Binjour,-25.52,151.45,1994,1994,30,9,3,male,1.031,1.484,0.5,1.288,1.789,1.788,0.788,1.09,0.886,1.734,0.704,2.269,2.574,0.011,0.046,0.045,0.011,0.015,0.016,0.031,0.032,0.002,0.002,0.007
D.buzzatii,Binjour,-25.52,151.45,1994,1994,30,10,1,female,1.155,1.706,0.587,1.408,1.995,1.995,0.879,1.213,1.013,1.727,0.877,2.269,2.401,0.029,0.059,0.061,0.01,0.009,0.014,0.006,0.007,0.026,0.006,0.029
D.buzzatii,Binjour,-25.52,151.45,1994,1994,30,10,1,male,1.052,1.571,0.543,1.334,1.877,1.876,0.843,1.14,0.971,1.782,0.79,2.227,2.457,0.015,0.069,0.06,0.001,0.006,0.018,0.012,0.011,0.021,0.023,0.01
D.buzzatii,Binjour,-25.52,151.45,1994,1994,30,10,2,female,1.152,1.69,0.563,1.445,2.007,2.006,0.89,1.229,0.999,1.741,0.892,2.255,2.568,0.001,0.024,0.048,0.001,0.011,0.001,0.01,0.01,0.005,0.025,0.018
D.buzzatii,Binjour,-25.52,151.45,1994,1994,30,10,2,male,1.039,1.557,0.532,1.336,1.868,1.867,0.825,1.142,0.94,1.797,0.769,2.264,2.516,0.012,0.058,0.162,0.017,0.027,0.018,0.009,0.009,0.017,0.038,0.019
D.buzzatii,Binjour,-25.52,151.45,1994,1994,30,10,3,female,1.095,1.707,0.596,1.45,2.046,2.045,0.908,1.248,1.018,1.867,0.928,2.253,2.432,0.009,0.033,0.066,0.003,0.01,0.015,0.003,0.005,0.011,0.001,0.01
D.buzzatii,Binjour,-25.52,151.45,1994,1994,30,10,3,male,1.084,1.551,0.521,1.341,1.862,1.861,0.829,1.144,0.931,1.716,0.772,2.245,2.578,0.051,0.026,0.105,0.042,0.029,0.02,0.049,0.05,0.032,0.064,0.008
D.buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,20,1,1,female,1.230,1.995,0.656,1.646,2.302,2.301,1.009,1.41,1.164,1.871,1.16,2.281,2.509,0.06,0.031,0.028,0.064,0.026,0.047,0.073,0.075,0.019,0.024,0.037
D.buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,20,1,1,male,1.104,1.822,0.652,1.471,2.122,2.122,0.926,1.288,1.078,1.922,0.982,2.292,2.258,0.026,0.033,0.015,0.034,0.007,0.006,0.012,0.013,0.019,0.007,0.005
D.buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,20,1,2,female,1.239,1.983,0.685,1.628,2.312,2.312,1.034,1.433,1.184,1.866,1.195,2.236,2.379,0.033,0.001,0.095,0.041,0.029,0.004,0.032,0.032,0.014,0.021,0.004
D.buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,20,1,2,male,1.154,1.807,0.589,1.531,2.12,2.119,0.938,1.295,1.077,1.835,0.994,2.259,2.599,0.031,0.085,0.01,0.014,0.01630017761989343,0.006,0.006,0.007,0.032,0.033,0.011
D.buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,20,1,3,female,1.242,2.08,0.683,1.727,2.409,2.409,1.065,1.514,1.204,1.939,1.283,2.262,2.531,0.005,0.043,0.119,0.011,0.031,0.003,0.028,0.028,0.008,0.009,0.024
D.buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,20,1,3,male,1.112,1.771,0.593,1.465,2.057,2.056,0.909,1.277,1.037,1.849,0.934,2.261,2.47,0.015,0.027,0.026,0.006,0.004,0.025,0.03,0.029,0.002,0.036,0.034
D.buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,20,2,1,female,1.254,1.988,0.666,1.612,2.278,2.277,1.02,1.426,1.172,1.816,1.161,2.233,2.423,0.008,0.046,0.062,0.011,0.017,0.0187141162514828,0.017,0.016,0.014,0.013,0.009
D.buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,20,2,1,male,1.200,1.851,0.585,1.588,2.173,2.172,0.929,1.313,1.079,1.811,1.008,2.339,2.712,0.013,0.005,0.097,0.011,0.011,0.027,0.016,0.016,0.005,0.016,0.009
D.buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,20,2,2,female,1.275,2.002,0.718,1.608,2.326,2.326,1.043,1.455,1.175,1.824,1.213,2.23,2.24,0.008,0.041,0.021,0.044,0.014,0.016,0.029,0.029,0.006,0.001,0.014
D.buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,20,2,2,male,1.138,1.841,0.63,1.543,2.172,2.172,0.948,1.32,1.097,1.907,1.03,2.289,2.451,0.019,0.048,0.074,0.024,0.001,0.044,0.042,0.043,0.001,0.004,0.015
D.buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,20,2,3,female,1.227,1.978,0.69,1.589,2.279,2.279,1.003,1.4,1.164,1.857,1.143,2.272,2.303,0.018,0.036,0.019,0.018,0.004,0.004,0.022593731519810766,0.02258500590318772,0.016,0.011,0.027
D.buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,20,2,3,male,1.142,1.817,0.611,1.471,2.083,2.083,0.927,1.299,1.074,1.823,0.965,2.248,2.406,0.018,0.022,0.098,0.007,0.015,0.024,0.009,0.009,0.013,0.034,0.008
D.buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,20,3,1,female,1.246,2.006,0.675,1.689,2.364,2.364,1.037,1.455,1.178,1.898,1.225,2.281,2.507,0.031,0.043,0.21,0.011,0.043,0.034,0.008,0.008,0.023,0.062,0.004
D.buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,20,3,1,male,1.147,1.82,0.633,1.535,2.168,2.167,0.995,1.34,1.136,1.889,1.078,2.177,2.425,0.016,0.014,0.056,0.003,0.004,0.026,0.021,0.023,0.004,0.017,0.004
D.buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,20,3,2,female,1.235,2.003,0.676,1.663,2.338,2.338,1.055,1.443,1.208,1.893,1.233,2.217,2.462,0.039,0.023,0.12,0.041,0.009,0.059,0.05,0.049,0.011,0.008,0.039
D.buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,20,3,2,male,1.152,1.855,0.615,1.561,2.175,2.175,0.98,1.36,1.101,1.887,1.066,2.219,2.538,0.008,0.016,0.068,0.018,0.016,0.001,0.016,0.016,0.014955794504181602,0.013,0.032
D.buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,20,3,3,female,1.224,1.966,0.662,1.603,2.264,2.264,0.995,1.386,1.16,1.850,1.126,2.276,2.423,0.026,0.065,0.155,0.022,0.032,0.025,0.006,0.006,0.026,0.032,0.007
D.buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,20,3,3,male,1.140,1.797,0.581,1.543,2.125,2.125,0.922,1.302,1.05,1.864,0.979,2.306,2.655,0.020591397849462366,0.026,0.099,0.009,0.019,0.007,0.012,0.012,0.005,0.016,0.019
D.buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,20,4,1,female,1.256,1.988,0.675,1.646,2.321,2.32,1.015,1.42,1.166,1.848,1.177,2.286,2.439,0.004,0.016,0.008,0.009,0.002,0.01,0.012,0.012,0.002,0.002,0.017089445438282648
D.buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,20,4,1,male,1.170,1.838,0.621,1.509,2.13,2.129,0.948,1.319,1.104,1.819,1.009,2.246,2.428,0.014,0.082,0.091,0.025,0.023,0.001,0.023,0.024,0.024,0.017,0.007
D.buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,20,4,2,female,1.240,2.069,0.72,1.676,2.396,2.395,1.066,1.489,1.214,1.931,1.276,2.247,2.331,0.031,0.059,0.051,0.065,0.029,0.031,0.059,0.061,0.001,0.017,0.017
D.buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,20,4,2,male,1.152,1.867,0.636,1.553,2.189,2.187,0.954,1.322,1.1,1.899,1.043,2.292,2.442,0.01,0.041,0.095,0.03,0.026,0.003,0.029,0.03,0.004,0.014,0.001
D.buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,20,4,3,female,1.263,1.98,0.658,1.665,2.323,2.321,1.032,1.428,1.163,1.837,1.197,2.249,2.533,0.007,0.093,0.167,0.006,0.015,0.072,0.057,0.055,0.018,0.004,0.015
D.buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,20,4,3,male,1.131,1.736,0.608,1.453,2.061,2.061,0.917,1.267,1.047,1.823,0.945,2.247,2.39,0.016,0.01,0.056,0.004,0.006,0.02,0.014,0.013,0.01,0.016,0.015
D.buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,20,5,1,female,1.290,2.01,0.697,1.649,2.347,2.346,1.014,1.426,1.152,1.818,1.189,2.314,2.366,0.031,0.023,0.07,0.019,0.002,0.044,0.041,0.042,0.008,0.012,0.017089445438282648
D.buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,20,5,1,male,1.134,1.8,0.603,1.501,2.104,2.103,0.944,1.318,1.07,1.855,0.993,2.228,2.491,0.026,0.028,0.051,0.029,0.005,0.018,0.013,0.014,0.018,0.025,0.02
D.buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,20,5,2,female,1.259,1.995,0.678,1.63,2.309,2.308,1.015,1.42,1.17,1.833,1.172,2.273,2.404,0.020591397849462366,0.031,0.027,0.011,0.01,0.006,0.015,0.016,0.007,0.016,0.035
D.buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,20,5,2,male,1.150,1.829,0.597,1.547,2.144,2.143,0.965,1.324,1.107,1.863,1.034,2.22,2.594,0.02,0.04,0.044,0.007,0.007,0.008,0.001,0.001,0.018,0.014,0.022
D.buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,20,5,3,female,1.222,1.928,0.646,1.565,2.21,2.21,0.988,1.357,1.155,1.809,1.092,2.237,2.424,0.012,0.061,0.035,0.013,0.005,0.035,0.041,0.042,0.008,0.009,0.013
D.buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,20,5,3,male,1.117,1.838,0.635,1.497,2.132,2.13,0.944,1.301,1.09,1.906,1.005,2.257,2.36,0.011,0.036,0.082,0.01,0.017,0.012,0.005,0.005,0.013,0.021,0.003
D.buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,20,6,1,female,1.222,1.982,0.672,1.629,2.3,2.3,1.015,1.421,1.151,1.881,1.167,2.266,2.427,0.01,0.029,0.177,0.003,0.027,0.053,0.026,0.025,0.002,0.01,0.012
D.buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,20,6,1,male,1.160,1.832,0.642,1.485,2.126,2.125,0.962,1.319,1.101,1.831,1.021,2.21,2.313,0.031,0.048,0.066,0.015,0.01,0.019,0.008,0.009,0.025,0.048,0.03
D.buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,20,6,2,female,1.229,2.006,0.667,1.676,2.343,2.343,1.006,1.422,1.156,1.906,1.178,2.329,2.512,0.026,0.006,0.033,0.026,0.002,0.027,0.029,0.029,0.01,0.005,0.035
D.buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,20,6,2,male,1.142,1.773,0.605,1.499,2.105,2.103,0.936,1.285,1.063,1.841,0.984,2.247,2.476,0.018,0.045,0.001,0.015,0.001,0.002,0.003,0.002,0.018,0.009,0.015
D.buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,20,6,3,female,1.283,2.037,0.676,1.697,2.373,2.373,1.046,1.464,1.2,1.850,1.241,2.269,2.513,0.006,0.023,0.096,0.016,0.017,0.022,0.006,0.006,0.008,0.001,0.005
D.buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,20,6,3,male,1.180,1.859,0.632,1.536,2.169,2.168,0.949,1.289,1.123,1.837,1.029,2.285,2.432,0.058,0.083,0.15,0.029,0.034,0.012,0.021,0.022,0.044,0.021,0.056
D.buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,20,7,1,female,1.216,2.011,0.673,1.65,2.323,2.321,1.027,1.453,1.16,1.909,1.192,2.26,2.451,0.041,0.008,0.033,0.043,0.006,0.037,0.043,0.044,0.016,0.013,0.037
D.buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,20,7,1,male,1.151,1.896,0.611,1.592,2.203,2.202,0.945,1.336,1.092,1.914,1.04,2.33,2.607,0.01,0.053,0.14,0.025,0.034,0.003,0.037,0.036,0.006,0.022,0.016
D.buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,20,7,2,female,1.237,2.034,0.664,1.69,2.354,2.354,1.009,1.429,1.171,1.903,1.187,2.333,2.547,0.024,0.037,0.03,0.007,0.007,0.002,0.005,0.005,0.018,0.014,0.017089445438282648
D.buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,20,7,2,male,1.129,1.838,0.613,1.518,2.13,2.13,0.956,1.326,1.103,1.887,1.018,2.231,2.474,0.058,0.074,0.023,0.006,0.011,0.013,0.025,0.025,0.043,0.02,0.038
D.buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,20,7,3,female,1.233,1.954,0.652,1.594,2.246,2.245,0.97,1.352,1.16,1.821,1.088,2.316,2.446,0.036,0.063,0.065,0.044,0.032,0.036,0.068,0.068,0.003,0.011,0.027
D.buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,20,7,3,male,1.117,1.774,0.619,1.464,2.083,2.083,0.937,1.278,1.08,1.865,0.976,2.223,2.362,0.015,0.07,0.012,0.036,0.007,0.009,0.017,0.017,0.022,0.004,0.014
D.buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,20,8,1,female,1.247,1.98,0.633,1.694,2.327,2.326,1.011,1.422,1.162,1.866,1.176,2.299,2.676,0.003,0.02,0.001,0.005,0.004,0.01,0.015,0.013,0.003,0.011,0.014
D.buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,20,8,1,male,1.155,1.817,0.62,1.493,2.113,2.113,0.938,1.298,1.092,1.829,0.991,2.254,2.409,0.024,0.01,0.095,0.043,0.026,0.004,0.03,0.03,0.009,0.024,0.017
D.buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,20,8,2,female,1.204,2.001,0.662,1.688,2.35,2.35,1.05,1.462,1.173,1.951,1.233,2.239,2.55,0.025,0.002,0.02,0.03,0.01,0.012,0.022,0.023,0.011,0.028,0.012
D.buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,20,8,2,male,1.125,1.811,0.591,1.543,2.136,2.135,0.91,1.281,1.042,1.897,0.971,2.347,2.609,0.057,0.009,0.039,0.046,0.025,0.042,0.067,0.067,0.025,0.02,0.026
D.buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,20,8,3,female,1.231,1.994,0.666,1.648,2.314,2.313,1.041,1.432,1.203,1.880,1.204,2.222,2.476,0.049,0.013,0.029,0.037,0.021,0.033,0.055,0.054,0.018,0.002,0.029
D.buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,20,8,3,male,1.158,1.841,0.605,1.563,2.167,2.166,0.956,1.347,1.075,1.870,1.036,2.265,2.587,0.013,0.034,0.17,0.019,0.037,0.007,0.03,0.03,0.001,0.013,0.026
D.buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,20,9,1,female,1.233,2.053,0.709,1.71,2.419,2.418,1.02,1.434,1.196,1.960,1.233,2.372,2.412,0.048,0.121,0.078,0.034,0.02,0.007,0.013,0.014,0.046,0.037,0.024
D.buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,20,9,1,male,1.128,1.84,0.607,1.537,2.144,2.143,0.944,1.313,1.113,1.900,1.012,2.27,2.532,0.019,0.005,0.157,0.026,0.033,0.012,0.02,0.018,0.01,0.02,0.002
D.buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,20,9,2,female,1.245,2.029,0.68,1.69,2.37,2.369,1.051,1.451,1.212,1.903,1.244,2.255,2.485,0.01,0.037,0.016,0.023,0.006,0.004,0.01,0.01,0.013,0.018,0.009
D.buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,20,9,2,male,1.146,1.868,0.644,1.515,2.16,2.16,1.007,1.366,1.152,1.884,1.087,2.146,2.353,0.006,0.042,0.104,0.014,0.028,0.001,0.027,0.027,0.007,0.004,0.026
D.buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,20,9,3,female,1.237,1.945,0.629,1.623,2.251,2.251,0.972,1.36,1.142,1.819,1.094,2.315,2.582,0.003,0.036,0.12,0.033,0.015,0.037,0.021,0.021,0.006,0.006,0.002
D.buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,20,9,3,male,1.085,1.775,0.644,1.472,2.115,2.114,0.917,1.267,1.038,1.947,0.968,2.307,2.29,0.014,0.102,0.18,0.059,0.045,0.013,0.032,0.031,0.027,0.03,0.007
D.buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,20,10,1,female,1.247,1.991,0.664,1.634,2.298,2.297,1.007,1.412,1.168,1.842,1.156,2.281,2.463,0.015,0.024,0.063,0.016,0.013,0.01,0.003,0.003,0.012,0.009,0.032
D.buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,20,10,1,male,1.122,1.808,0.642,1.489,2.131,2.13,0.958,1.303,1.1,1.898,1.021,2.222,2.318,0.032,0.008,0.028,0.005,0.004,0.027,0.031,0.03,0.017,0.007,0.019
D.buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,20,10,2,female,1.177,1.95,0.627,1.629,2.256,2.255,1.013,1.409,1.172,1.916,1.142,2.227,2.597,0.056,0.035,0.013,0.038,0.008,0.029,0.037,0.038,0.033,0.065,0.029
D.buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,20,10,2,male,1.167,1.838,0.628,1.545,2.172,2.17,0.97,1.329,1.116,1.860,1.053,2.238,2.459,0.008,0.019,0.002,0.016,0.01630017761989343,0.001,0.001,0.001,0.008,0.017,0.011
D.buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,20,10,3,female,1.264,2.047,0.725,1.656,2.381,2.381,1.044,1.46,1.193,1.884,1.243,2.28,2.284,0.004,0.001,0.039,0.014,0.008,0.01,0.002,0.003,0.002,0.021,0.025
D.buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,20,10,3,male,1.114,1.831,0.629,1.494,2.122,2.121,0.924,1.301,1.069,1.904,0.98,2.297,2.378,0.051,0.006,0.107,0.066,0.037,0.021,0.058,0.058,0.023,0.015,0.044
D.buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,25,1,1,female,1.208,1.91,0.627,1.562,2.189,2.189,0.976,1.351,1.134,1.811,1.069,2.241,2.493,0.025,0.017,0.058,0.008,0.015,0.001,0.017,0.017,0.015,0.002,0.01
D.buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,25,1,1,male,1.093,1.683,0.563,1.415,1.978,1.977,0.908,1.255,0.992,1.808,0.897,2.179,2.516,0.067,0.082,0.053,0.027,0.019,0.018,0.037,0.037,0.051,0.054,0.018
D.buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,25,1,2,female,1.163,1.863,0.61,1.573,2.183,2.183,0.962,1.371,1.081,1.877,1.05,2.27,2.581,0.048,0.004,0.133,0.013,0.036,0.012,0.048,0.048,0.023,0.025,0.012
D.buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,25,1,2,male,1.140,1.705,0.569,1.443,2.011,2.011,0.876,1.204,1.005,1.763,0.88,2.297,2.533,0.034,0.083,0.019,0.001,0.003,0.003,0.001,0.003,0.033,0.055,0.003
D.buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,25,1,3,female,1.216,1.882,0.603,1.593,2.195,2.195,0.972,1.353,1.112,1.806,1.067,2.257,2.639,0.02,0.03803438055720214,0.081,0.023,0.019,0.001,0.02,0.02,0.009,0.03,0.004
D.buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,25,1,3,male,1.112,1.65,0.562,1.372,1.933,1.932,0.877,1.185,1.014,1.738,0.847,2.205,2.443,0.038,0.057,0.04,0.013,0.001,0.02,0.018,0.018,0.031,0.031,0.028
D.buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,25,2,1,female,1.200,1.905,0.632,1.595,2.226,2.226,0.968,1.352,1.122,1.855,1.077,2.301,2.526,0.020591397849462366,0.024,0.087,0.004,0.019,0.007,0.012,0.012,0.005,0.01,0.022
D.buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,25,2,1,male,1.087,1.733,0.607,1.434,2.041,2.041,0.886,1.227,1.029,1.877,0.904,2.304,2.365,0.008,0.062,0.063,0.032,0.017,0.002,0.018,0.018,0.016,0.005,0.016
D.buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,25,2,2,female,1.213,1.9,0.609,1.585,2.194,2.194,0.963,1.339,1.126,1.809,1.056,2.279,2.605,0.02,0.099,0.264,0.02,0.053,0.023,0.028,0.027,0.03,0.017,0.026
D.buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,25,2,2,male,1.122,1.747,0.6,1.451,2.051,2.049,0.89,1.238,1.012,1.827,0.911,2.304,2.418,0.025,0.014,0.045,0.021,0.014,0.007,0.021,0.022,0.015,0.019,0.024
D.buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,25,2,3,female,1.205,1.852,0.593,1.553,2.146,2.146,0.952,1.329,1.094,1.780,1.021,2.255,2.62,0.002,0.01,0.154,0.011,0.026,0.023,0.003,0.003,0.003,0.013,0.009
D.buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,25,2,3,male,1.087,1.709,0.566,1.43,1.996,1.996,0.867,1.2,1.011,1.835,0.866,2.3,2.53,0.013,0.019,0.134,0.02,0.015,0.038,0.023,0.023,0.003,0.009,0.017089445438282648
D.buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,25,3,1,female,1.214,1.87,0.631,1.556,2.188,2.188,0.947,1.303,1.113,1.802,1.035,2.311,2.466,0.033,0.047,0.008,0.003,0.002,0.01,0.013,0.013,0.025,0.023,0.012
D.buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,25,3,1,male,1.079,1.714,0.586,1.425,2.011,2.01,0.912,1.231,1.054,1.863,0.916,2.205,2.432,0.001,0.051,0.061,0.006,0.004,0.026,0.022,0.022,0.011,0.014,0.029
D.buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,25,3,2,female,1.184,1.874,0.605,1.57,2.175,2.175,0.943,1.325,1.101,1.837,1.025,2.306,2.597,0.01,0.066,0.032,0.01,0.001,0.022,0.021,0.021,0.018,0.047,0.007
D.buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,25,3,2,male,1.034,1.716,0.571,1.416,1.988,1.987,0.863,1.192,1.015,1.921,0.858,2.301,2.481,0.013,0.046,0.115,0.028,0.02,0.016,0.005,0.005,0.015,0.003,0.023
D.buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,25,3,3,female,1.174,1.849,0.609,1.539,2.149,2.149,0.91,1.281,1.072,1.830,0.978,2.361,2.526,0.018,0.071,0.049,0.023,0.005,0.017,0.012,0.013,0.022,0.023,0.008
D.buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,25,3,3,male,1.096,1.663,0.548,1.428,1.975,1.974,0.851,1.201,0.962,1.800,0.84,2.319,2.609,0.025,0.088,0.073,0.006,0.013,0.006,0.008,0.008,0.029,0.028,0.017
D.buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,25,4,1,female,1.207,1.846,0.617,1.541,2.159,2.157,0.931,1.292,1.093,1.787,1.004,2.318,2.496,0.022,0.043,0.098,0.017,0.017,0.018,0.001,0.004,0.019,0.002,0.02
D.buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,25,4,1,male,1.084,1.692,0.595,1.398,1.993,1.991,0.873,1.204,0.99,1.838,0.867,2.2320023364485984,2.35,0.020591397849462366,0.03803438055720214,0.101,0.012,0.02,0.013,0.007,0.008,0.014955794504181602,0.018205309734513276,0.001
D.buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,25,4,2,female,1.144,1.754,0.608,1.44,2.048,2.047,0.919,1.256,1.049,1.789,0.941,2.228,2.369,0.037,0.048,0.059,0.022,0.016,0.002,0.018,0.018,0.028,0.016,0.03
D.buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,25,4,2,male,1.142,1.738,0.601,1.461,2.062,2.06,0.913,1.246,1.052,1.803,0.94,2.258,2.434,0.014,0.028,0.098,0.028,0.025,0.002,0.026,0.028,0.001,0.003,0.02
D.buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,25,4,3,female,1.200,1.88,0.613,1.566,2.18,2.18,0.937,1.31,1.086,1.816,1.021,2.327,2.554,0.028,0.034,0.106,0.034,0.031,0.014,0.046,0.046,0.006,0.009,0.003
D.buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,25,4,3,male,1.147,1.725,0.583,1.465,2.048,2.047,0.906,1.247,1.034,1.784,0.927,2.261,2.512,0.025,0.016,0.15,0.002,0.015,0.05,0.035,0.035,0.009,0.002,0.023
D.buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,25,5,1,female,1.168,1.814,0.618,1.512,2.13,2.129,0.916,1.267,1.074,1.822,0.975,2.324,2.448,0.009,0.032,0.103,0.008,0.026,0.0187141162514828,0.027,0.025,0.002,0.013,0.023
D.buzzatii,Gogango_Creek,-23.77,150.17,1994,1994,25,5,1,male,1.065,1.674,0.582,1.41,1.992,1.991,0.883,1.198,1.014,1.870,0.879,2.256,2.423,0.001,0.049,0.072,0.052,0.018,0.002,0.02,0.021,0.01,0.024,0.021
