Species,Population,Latitude,Longitude,Year_start,Year_end,Temperature,Vial,Replicate,Sex,Thorax_length,l2,l3p,l3d,lpd,l3,w1,w2,w3,wing_loading,Wing_area,Wing_shape,Wing_vein,Asymmetry_wing_area,Asymmetry_wing_shape,Asymmetry_wing_vein,Asymmetry_l2,Asymmetry_l3p,Asymmetry_l3d,Asymmetry_lpd,Asymmetry_l3,Asymmetry_w1,Asymmetry_w2,Asymmetry_w3
D.buzzatii,Binjour,-25.52,151.45,1994,1994,25,1,3,female,1.229,1.921,0.664,1.55,2.214,2.214,0.963,1.355,1.115,1.800,1.066,2.299,2.334,0.011,0.043,0.042,0.01,0.006,0.014,0.008,0.009,0.014,0.008,0.001
D.buzzatii,Binjour,-25.52,151.45,1994,1994,25,1,3,male,1.116,1.718,0.562,1.466,2.027,2.027,0.905,1.236,1.053,1.816,0.917,2.239,2.611,0.013,0.038,0.076,0.022,0.011,0.014,0.003,0.003,0.014,0.007,0.006
D.buzzatii,Binjour,-25.52,151.45,1994,1994,25,2,1,female,1.207,1.886,0.629,1.566,2.194,2.194,0.94,1.318,1.093,1.819,1.031,2.335,2.489,0.016,0.011,0.052,0.003,0.016,0.007,0.023,0.022,0.005,0.003,0.004
D.buzzatii,Binjour,-25.52,151.45,1994,1994,25,2,1,male,1.093,1.716,0.556,1.456,2.011,2.01,0.888,1.21,1.032,1.840,0.892,2.265,2.621,0.018,0.01,0.089,0.039,0.017,0.005,0.014,0.016,0.011,0.013,0.032
D.buzzatii,Binjour,-25.52,151.45,1994,1994,25,2,2,female,1.186,1.816,0.613,1.537,2.149,2.148,0.962,1.336,1.079,1.811,1.034,2.232,2.509,0.009,0.032,0.042,0.034,0.009,0.003,0.006,0.006,0.011,0.017,0.028
D.buzzatii,Binjour,-25.52,151.45,1994,1994,25,2,2,male,1.089,1.691,0.583,1.422,2.005,2.005,0.899,1.214,1.032,1.841,0.901,2.23,2.436,0.019,0.013,0.014,0.039,0.007,0.009,0.016,0.015,0.012,0.003,0.006
D.buzzatii,Binjour,-25.52,151.45,1994,1994,25,2,3,female,1.156,1.812,0.622,1.509,2.131,2.13,0.928,1.308,1.05,1.842,0.988,2.295,2.425,0.016,0.022,0.022,0.016,0.002,0.009,0.005,0.007,0.012,0.003,0.009
D.buzzatii,Binjour,-25.52,151.45,1994,1994,25,2,3,male,1.089,1.74,0.577,1.471,2.047,2.047,0.916,1.267,1.043,1.881,0.938,2.235,2.552,0.026,0.016,0.067,0.005,0.005,0.026,0.021,0.021,0.016,0.02,0.009
D.buzzatii,Binjour,-25.52,151.45,1994,1994,25,3,1,female,1.174,1.825,0.628,1.53,2.157,2.157,0.958,1.308,1.112,1.836,1.032,2.252,2.438,0.002,0.01,0.032,0.031,0.007,0.003,0.003,0.003,0.003,0.008,0.023
D.buzzatii,Binjour,-25.52,151.45,1994,1994,25,3,1,male,1.107,1.68,0.553,1.426,1.98,1.979,0.877,1.2,1.001,1.788,0.867,2.258,2.58,0.024,0.045,0.026,0.008,0.002,0.009,0.007,0.008,0.021,0.009,0.026
D.buzzatii,Binjour,-25.52,151.45,1994,1994,25,3,2,female,1.198,1.867,0.619,1.552,2.171,2.17,0.988,1.365,1.122,1.812,1.071,2.198,2.51,0.003,0.063,0.085,0.042,0.025,0.01,0.036,0.034,0.013,0.005,0.001
D.buzzatii,Binjour,-25.52,151.45,1994,1994,25,3,2,male,1.067,1.628,0.571,1.364,1.936,1.935,0.854,1.173,0.979,1.814,0.826,2.266,2.387,0.008,0.011,0.003,0.004,0.005,0.01,0.015,0.014,0.002,0.01,0.006
D.buzzatii,Binjour,-25.52,151.45,1994,1994,25,3,3,female,1.140,1.892,0.657,1.598,2.254,2.253,0.99,1.365,1.127,1.976,1.116,2.275,2.433,0.009,0.014,0.131,0.003,0.026,0.023,0.002,0.002,0.007,0.007,0.018
D.buzzatii,Binjour,-25.52,151.45,1994,1994,25,3,3,male,1.093,1.656,0.557,1.374,1.931,1.93,0.868,1.195,0.99,1.766,0.838,2.224,2.471,0.026,0.044,0.231,0.015,0.04,0.03,0.01,0.011,0.022,0.039,0.017089445438282648
D.buzzatii,Binjour,-25.52,151.45,1994,1994,25,4,1,female,1.201,1.773,0.63,1.487,2.116,2.116,0.942,1.315,1.031,1.761,0.996,2.247,2.36,0.014,0.002,0.043,0.014,0.012,0.001,0.014,0.014,0.007,0.004,0.005
D.buzzatii,Binjour,-25.52,151.45,1994,1994,25,4,1,male,1.066,1.715,0.551,1.452,2.003,2.002,0.899,1.228,1.041,1.877,0.9,2.227,2.635,0.005,0.066,0.09,0.02,0.02,0.003,0.023,0.024,0.016,0.037,0.012
D.buzzatii,Binjour,-25.52,151.45,1994,1994,25,4,2,female,1.188,1.822,0.619,1.525,2.144,2.143,0.956,1.315,1.094,1.804,1.024,2.242,2.466,0.005,0.065,0.007,0.023,0.009,0.018,0.027,0.026,0.016,0.009,0.016
D.buzzatii,Binjour,-25.52,151.45,1994,1994,25,4,2,male,1.076,1.68,0.554,1.416,1.969,1.969,0.898,1.227,1.014,1.830,0.883,2.193,2.558,0.014,0.03803438055720214,0.045,0.007,0.011,0.003,0.014,0.015,0.007,0.023,0.004
D.buzzatii,Binjour,-25.52,151.45,1994,1994,25,4,3,female,1.180,1.871,0.603,1.561,2.164,2.163,0.934,1.318,1.072,1.833,1.01,2.317,2.592,0.043,0.016,0.149,0.042,0.035,0.001,0.037,0.038,0.023,0.041,0.022
D.buzzatii,Binjour,-25.52,151.45,1994,1994,25,4,3,male,1.071,1.662,0.551,1.402,1.954,1.954,0.893,1.24,0.99,1.824,0.872,2.189,2.547,0.03,0.04,0.017,0.037,0.017,0.034,0.051,0.051,0.007,0.003,0.025
D.buzzatii,Binjour,-25.52,151.45,1994,1994,25,5,1,female,1.201,1.847,0.632,1.518,2.149,2.148,0.952,1.313,1.088,1.788,1.022,2.257,2.403,0.038,0.053,0.028,0.001,0.001,0.015,0.013,0.015,0.029,0.045,0.004
D.buzzatii,Binjour,-25.52,151.45,1994,1994,25,5,1,male,1.104,1.765,0.597,1.464,2.061,2.06,0.915,1.281,1.032,1.866,0.942,2.253,2.45,0.007,0.041,0.066,0.044,0.019,0.007,0.025,0.026,0.005,0.011,0.014
D.buzzatii,Binjour,-25.52,151.45,1994,1994,25,5,2,female,1.198,1.832,0.623,1.524,2.147,2.146,0.951,1.315,1.087,1.792,1.02,2.257,2.449,0.005,0.048,0.048,0.021,0.017,0.012,0.028,0.028,0.008,0.013,0.015
D.buzzatii,Binjour,-25.52,151.45,1994,1994,25,5,2,male,1.087,1.732,0.571,1.448,2.019,2.016,0.891,1.226,1.026,1.854,0.898,2.264,2.536,0.02,0.102,0.063,0.022,0.004,0.026,0.022,0.023,0.03,0.009,0.019
D.buzzatii,Binjour,-25.52,151.45,1994,1994,25,5,3,female,1.190,1.887,0.625,1.568,2.193,2.193,0.954,1.348,1.075,1.842,1.046,2.299,2.511,0.041,0.045,0.062,0.034,0.017,0.004,0.02,0.021,0.028,0.04,0.017
D.buzzatii,Binjour,-25.52,151.45,1994,1994,25,5,3,male,1.093,1.67,0.551,1.441,1.992,1.991,0.895,1.212,1.016,1.822,0.891,2.225,2.616,0.007,0.003,0.094,0.002,0.016,0.01,0.006,0.006,0.004,0.011,0.022
D.buzzatii,Binjour,-25.52,151.45,1994,1994,25,6,1,female,1.193,1.777,0.599,1.514,2.113,2.113,0.901,1.276,1.02,1.770,0.951,2.346,2.527,0.021,0.048,0.037,0.028,0.006,0.007,0.022593731519810766,0.001,0.019,0.004,0.014
D.buzzatii,Binjour,-25.52,151.45,1994,1994,25,6,1,male,1.123,1.691,0.582,1.414,1.996,1.995,0.876,1.222,0.993,1.777,0.874,2.278,2.429,0.04,0.051,0.019,0.032,0.01,0.013,0.023,0.024,0.03,0.034,0.002
D.buzzatii,Binjour,-25.52,151.45,1994,1994,25,6,2,female,1.193,1.875,0.645,1.525,2.17,2.17,0.958,1.363,1.075,1.819,1.04,2.264,2.367,0.04,0.022,0.182,0.036,0.044,0.013,0.03,0.031,0.023,0.04,0.002
D.buzzatii,Binjour,-25.52,151.45,1994,1994,25,6,2,male,1.090,1.664,0.566,1.394,1.961,1.96,0.918,1.231,1.02,1.799,0.9,2.135,2.466,0.011,0.012,0.193,0.035,0.03,0.035,0.005,0.006,0.008,0.013,0.014
D.buzzatii,Binjour,-25.52,151.45,1994,1994,25,6,3,female,1.182,1.851,0.628,1.539,2.168,2.167,0.958,1.341,1.078,1.833,1.039,2.261,2.452,0.020591397849462366,0.004,0.06,0.015,0.01,0.013,0.002,0.002,0.001,0.03,0.013
D.buzzatii,Binjour,-25.52,151.45,1994,1994,25,6,3,male,1.070,1.651,0.544,1.39,1.933,1.933,0.886,1.206,1.005,1.807,0.856,2.182,2.555,0.014,0.044,0.108,0.028,0.018,0.013,0.004,0.004,0.016,0.013,0.01
D.buzzatii,Binjour,-25.52,151.45,1994,1994,25,7,1,female,1.158,1.82,0.61,1.517,2.127,2.127,0.917,1.308,1.039,1.836,0.975,2.319,2.487,0.013,0.011,0.016,0.006,0.008,0.01,0.018,0.019,0.004,0.011,0.004
D.buzzatii,Binjour,-25.52,151.45,1994,1994,25,7,1,male,1.141,1.676,0.552,1.459,2.01,2.009,0.912,1.246,1.021,1.761,0.916,2.204,2.646,0.034,0.058,0.089,0.067,0.031,0.033,0.065,0.064,0.005,0.01,0.027
D.buzzatii,Binjour,-25.52,151.45,1994,1994,25,7,2,female,1.220,1.852,0.615,1.567,2.183,2.181,0.95,1.33,1.068,1.788,1.037,2.295,2.546,0.001,0.007,0.032,0.011,0.007,0.002,0.005,0.004,0.001,0.003,0.008
D.buzzatii,Binjour,-25.52,151.45,1994,1994,25,7,2,male,1.121,1.659,0.572,1.398,1.97,1.969,0.877,1.196,1.006,1.757,0.863,2.245,2.444,0.006,0.035,0.059,0.002,0.004,0.024,0.02,0.022,0.004,0.01,0.009
D.buzzatii,Binjour,-25.52,151.45,1994,1994,25,7,3,female,1.209,1.889,0.668,1.538,2.205,2.205,1.005,1.39,1.123,1.823,1.107,2.195,2.304,0.01,0.011,0.048,0.006,0.011,0.007,0.004,0.004,0.007,0.016,0.021
D.buzzatii,Binjour,-25.52,151.45,1994,1994,25,7,3,male,1.084,1.691,0.571,1.438,2.01,2.008,0.9,1.237,1.011,1.854,0.904,2.232,2.516,0.020591397849462366,0.001,0.02,0.007,0.003,0.004,0.001,0.001,0.014955794504181602,0.005,0.008
D.buzzatii,Binjour,-25.52,151.45,1994,1994,25,8,1,female,1.176,1.792,0.632,1.513,2.146,2.145,0.947,1.313,1.051,1.824,1.015,2.264,2.395,0.033,0.006,0.101,0.057,0.03,0.008,0.037,0.037,0.014,0.004,0.045
D.buzzatii,Binjour,-25.52,151.45,1994,1994,25,8,1,male,1.086,1.711,0.571,1.439,2.011,2.01,0.863,1.191,1.022,1.850,0.867,2.33,2.517,0.034,0.043,0.045,0.021,0.013,0.007,0.021,0.021,0.025,0.048,0.01
D.buzzatii,Binjour,-25.52,151.45,1994,1994,25,8,2,female,1.163,1.834,0.601,1.557,2.158,2.157,0.93,1.31,1.075,1.856,1.003,2.32,2.591,0.005,0.033,0.011,0.029,0.008,0.014,0.02,0.021,0.004,0.018,0.03
D.buzzatii,Binjour,-25.52,151.45,1994,1994,25,8,2,male,1.065,1.657,0.597,1.37,1.967,1.966,0.88,1.202,0.994,1.847,0.865,2.235,2.296,0.014,0.032,0.015,0.046,0.006,0.023,0.03,0.03,0.001,0.005,0.009
D.buzzatii,Binjour,-25.52,151.45,1994,1994,25,8,3,female,1.138,1.742,0.597,1.451,2.048,2.048,0.905,1.248,1.033,1.800,0.934,2.2320023364485984,2.433,0.020591397849462366,0.03803438055720214,0.215,0.005,0.047,0.014,0.033,0.033,0.014955794504181602,0.018205309734513276,0.017089445438282648
D.buzzatii,Binjour,-25.52,151.45,1994,1994,25,8,3,male,1.089,1.698,0.563,1.448,2.011,2.009,0.908,1.247,1.026,1.844,0.912,2.214,2.574,0.016,0.044,0.163,0.015,0.036,0.001,0.037,0.038,0.001,0.015,0.028
D.buzzatii,Binjour,-25.52,151.45,1994,1994,25,9,1,female,1.189,1.876,0.655,1.51,2.165,2.164,0.924,1.311,1.069,1.820,0.999,2.345,2.305,0.064,0.098,0.015,0.052,0.01,0.013,0.025,0.024,0.049,0.078,0.02
D.buzzatii,Binjour,-25.52,151.45,1994,1994,25,9,1,male,1.084,1.591,0.578,1.342,1.919,1.917,0.859,1.156,0.966,1.769,0.824,2.231,2.324,0.011,0.067,0.186,0.028,0.044,0.005,0.04,0.042,0.007,0.02,0.026
D.buzzatii,Binjour,-25.52,151.45,1994,1994,25,9,2,female,1.157,1.824,0.593,1.543,2.137,2.137,0.912,1.295,1.04,1.847,0.961,2.2320023364485984,2.601,0.020591397849462366,0.03803438055720214,0.063,0.032,0.027,0.033,0.06,0.06,0.014955794504181602,0.018205309734513276,0.017089445438282648
D.buzzatii,Binjour,-25.52,151.45,1994,1994,25,9,2,male,1.090,1.689,0.568,1.435,2.002,2.001,0.91,1.229,1.045,1.836,0.91,2.2,2.53,0.015,0.047,0.161,0.001,0.027,0.023,0.005,0.005,0.017,0.017,0.017
D.buzzatii,Binjour,-25.52,151.45,1994,1994,25,9,3,female,1.176,1.816,0.625,1.535,2.159,2.159,0.956,1.308,1.093,1.836,1.031,2.259,2.457,0.020591397849462366,0.07,0.049,0.039,0.001,0.033,0.034,0.033,0.015,0.003,0.005
D.buzzatii,Binjour,-25.52,151.45,1994,1994,25,9,3,male,1.099,1.658,0.584,1.358,1.942,1.942,0.871,1.208,0.98,1.767,0.846,2.228,2.325,0.03,0.027,0.038,0.004,0.01630017761989343,0.022,0.023,0.023,0.021,0.013,0.007
D.buzzatii,Binjour,-25.52,151.45,1994,1994,25,10,1,female,1.185,1.791,0.598,1.511,2.109,2.107,0.946,1.286,1.094,1.778,0.996,2.23,2.527,0.055,0.107,0.019,0.02,0.006,0.004,0.01,0.008,0.049,0.036,0.05
D.buzzatii,Binjour,-25.52,151.45,1994,1994,25,10,1,male,1.070,1.689,0.558,1.436,1.994,1.992,0.898,1.216,1.034,1.861,0.894,2.22,2.573,0.029,0.001,0.015,0.016,0.006,0.024,0.031,0.032,0.015,0.028,0.005
D.buzzatii,Binjour,-25.52,151.45,1994,1994,25,10,2,female,1.188,1.852,0.611,1.573,2.185,2.183,0.936,1.311,1.078,1.837,1.021,2.332,2.573,0.024,0.056,0.066,0.024,0.011,0.012,0.001,0.001,0.022,0.027,0.016
D.buzzatii,Binjour,-25.52,151.45,1994,1994,25,10,2,male,1.086,1.747,0.612,1.441,2.053,2.052,0.893,1.269,0.999,1.890,0.919,2.2320023364485984,2.354,0.020591397849462366,0.03803438055720214,0.043,0.01,0.004,0.017,0.013,0.013,0.014955794504181602,0.018205309734513276,0.017089445438282648
D.buzzatii,Binjour,-25.52,151.45,1994,1994,25,10,3,female,1.159,1.841,0.625,1.534,2.159,2.158,0.958,1.324,1.095,1.863,1.033,2.254,2.456,0.002,0.046,0.031,0.001,0.001,0.022,0.023,0.024,0.009,0.017,0.008
D.buzzatii,Binjour,-25.52,151.45,1994,1994,25,10,3,male,1.083,1.706,0.591,1.447,2.038,2.038,0.912,1.253,1.027,1.882,0.929,2.234,2.448,0.003,0.056,0.049,0.002,0.01630017761989343,0.029,0.029,0.029,0.01,0.013,0.012
D.buzzatii,Binjour,-25.52,151.45,1994,1994,30,1,1,female,1.082,1.632,0.538,1.437,1.988,1.988,0.83,1.176,0.929,1.838,0.858,2.304,2.608,0.020591397849462366,0.03803438055720214,0.08165752625437574,0.104,0.026,0.0187141162514828,0.022593731519810766,0.02258500590318772,0.066,0.079,0.099
D.buzzatii,Binjour,-25.52,151.45,1994,1994,30,1,1,male,1.071,1.572,0.527,1.326,1.852,1.852,0.809,1.104,0.953,1.729,0.748,2.29,2.518,0.013,0.012,0.089,0.016,0.019,0.001,0.021,0.021,0.005,0.01,0.017089445438282648
D.buzzatii,Binjour,-25.52,151.45,1994,1994,30,1,2,female,1.105,1.618,0.549,1.386,1.936,1.934,0.853,1.175,0.968,1.751,0.825,2.266,2.525,0.01,0.042,0.092,0.051,0.016,0.01,0.007,0.006,0.013,0.013,0.013
D.buzzatii,Binjour,-25.52,151.45,1994,1994,30,1,2,male,1.063,1.592,0.527,1.351,1.878,1.877,0.841,1.146,0.961,1.766,0.789,2.233,2.566,0.001,0.04,0.182,0.046,0.032,0.014,0.018,0.018,0.007,0.017,0.008
D.buzzatii,Binjour,-25.52,151.45,1994,1994,30,1,3,female,1.106,1.692,0.577,1.426,2.003,2.003,0.894,1.234,1.019,1.811,0.895,2.242,2.475,0.022,0.001,0.072,0.03,0.005,0.029,0.024,0.024,0.011,0.034,0.023
D.buzzatii,Binjour,-25.52,151.45,1994,1994,30,1,3,male,1.017,1.554,0.519,1.317,1.836,1.836,0.807,1.112,0.922,1.804,0.74,2.276,2.538,0.007,0.026,0.116,0.038,0.012,0.03,0.02,0.019,0.001,0.003,0.027
D.buzzatii,Binjour,-25.52,151.45,1994,1994,30,2,1,female,1.117,1.607,0.572,1.375,1.947,1.945,0.874,1.209,0.943,1.742,0.85,2.225,2.404,0.038,0.013,0.07,0.002,0.022,0.013,0.037,0.038,0.022,0.021,0.012
D.buzzatii,Binjour,-25.52,151.45,1994,1994,30,2,1,male,1.055,1.522,0.524,1.301,1.825,1.824,0.829,1.13,0.922,1.728,0.757,2.199,2.485,0.018,0.038,0.02,0.01,0.001,0.008,0.006,0.006,0.017,0.019,0.026
D.buzzatii,Binjour,-25.52,151.45,1994,1994,30,2,2,female,1.130,1.603,0.599,1.32,1.918,1.917,0.849,1.176,0.954,1.696,0.814,2.26,2.205,0.075,0.075,0.213,0.05,0.022,0.079,0.056,0.056,0.053,0.053,0.065
D.buzzatii,Binjour,-25.52,151.45,1994,1994,30,2,2,male,1.027,1.501,0.523,1.258,1.781,1.78,0.812,1.098,0.93,1.733,0.723,2.192,2.404,0.023,0.005,0.006,0.002,0.01,0.021,0.031,0.03,0.012,0.029,0.003
D.buzzatii,Binjour,-25.52,151.45,1994,1994,30,2,3,female,1.098,1.651,0.58,1.37,1.951,1.95,0.849,1.18,0.973,1.776,0.828,2.296,2.364,0.051,0.059,0.064,0.025,0.022,0.015,0.037,0.035,0.037,0.063,0.01
D.buzzatii,Binjour,-25.52,151.45,1994,1994,30,2,3,male,1.075,1.604,0.514,1.384,1.898,1.897,0.821,1.149,0.943,1.764,0.779,2.309,2.694,0.025,0.047,0.018,0.031,0.011,0.039,0.049,0.05,0.005,0.018,0.002
D.buzzatii,Binjour,-25.52,151.45,1994,1994,30,3,1,female,1.151,1.669,0.544,1.455,1.998,1.997,0.901,1.242,1.014,1.735,0.899,2.218,2.676,0.024,0.033,0.015,0.018,0.001,0.011,0.012,0.012,0.019,0.011,0.004
D.buzzatii,Binjour,-25.52,151.45,1994,1994,30,3,1,male,1.053,1.565,0.502,1.374,1.877,1.876,0.838,1.152,0.944,1.781,0.786,2.239,2.738,0.004,0.065,0.032,0.006,0.004,0.027,0.031,0.032,0.01,0.023,0.003
D.buzzatii,Binjour,-25.52,151.45,1994,1994,30,3,2,female,1.169,1.733,0.568,1.513,2.08,2.079,0.921,1.275,1.019,1.778,0.957,2.257,2.666,0.003,0.046,0.077,0.027,0.019,0.007,0.026,0.024,0.008,0.028,0.033
D.buzzatii,Binjour,-25.52,151.45,1994,1994,30,3,2,male,1.067,1.572,0.513,1.336,1.85,1.85,0.832,1.157,0.933,1.734,0.769,2.223,2.607,0.018,0.019,0.17,0.054,0.032,0.004,0.028,0.029,0.006,0.03,0.003
D.buzzatii,Binjour,-25.52,151.45,1994,1994,30,3,3,female,1.160,1.716,0.57,1.454,2.023,2.022,0.921,1.265,1.034,1.743,0.931,2.196,2.551,0.048,0.052,0.055,0.047,0.03,0.045,0.075,0.076,0.013,0.032,0.001
D.buzzatii,Binjour,-25.52,151.45,1994,1994,30,3,3,male,1.009,1.547,0.536,1.317,1.853,1.853,0.855,1.152,0.962,1.836,0.793,2.166,2.458,0.025,0.043,0.052,0.057,0.022,0.026,0.048,0.048,0.005,0.029,0.003
D.buzzatii,Binjour,-25.52,151.45,1994,1994,30,4,1,female,1.145,1.644,0.571,1.401,1.972,1.971,0.867,1.185,0.987,1.721,0.854,2.273,2.455,0.02,0.019,0.171,0.019,0.024,0.039,0.016,0.015,0.014,0.015,0.002
D.buzzatii,Binjour,-25.52,151.45,1994,1994,30,4,1,male,1.057,1.566,0.534,1.327,1.861,1.859,0.844,1.142,0.958,1.759,0.784,2.203,2.488,0.01,0.048,0.092,0.015,0.023,0.008,0.031,0.032,0.004,0.02,0.026
D.buzzatii,Binjour,-25.52,151.45,1994,1994,30,4,2,female,1.126,1.64,0.549,1.418,1.966,1.966,0.884,1.221,0.978,1.746,0.869,2.223,2.585,0.006,0.026,0.061,0.002,0.011,0.005,0.006,0.005,0.008,0.006,0.001
D.buzzatii,Binjour,-25.52,151.45,1994,1994,30,4,2,male,1.080,1.564,0.566,1.281,1.847,1.846,0.827,1.129,0.95,1.709,0.764,2.231,2.263,0.025,0.088,0.013,0.04,0.018,0.048,0.066,0.066,0.003,0.012,0.011
D.buzzatii,Binjour,-25.52,151.45,1994,1994,30,4,3,female,1.076,1.579,0.526,1.374,1.9,1.9,0.862,1.175,0.971,1.765,0.819,2.204,2.613,0.005,0.054,0.041,0.007,0.002,0.027,0.028,0.029,0.008,0.012,0.024
D.buzzatii,Binjour,-25.52,151.45,1994,1994,30,4,3,male,1.057,1.554,0.532,1.331,1.862,1.862,0.847,1.145,0.962,1.762,0.789,2.197,2.508,0.052,0.057,0.173,0.08,0.051,0.036,0.086,0.086,0.017,0.042,0.026
D.buzzatii,Binjour,-25.52,151.45,1994,1994,30,5,1,female,1.142,1.699,0.599,1.402,2.001,2.0,0.888,1.24,0.994,1.752,0.888,2.252,2.34,0.001,0.064,0.026,0.018,0.014,0.017,0.031,0.03,0.012,0.002,0.004
D.buzzatii,Binjour,-25.52,151.45,1994,1994,30,5,1,male,1.039,1.542,0.542,1.3,1.842,1.841,0.812,1.134,0.911,1.772,0.747,2.267,2.4,0.019,0.025,0.1,0.003,0.026,0.008,0.035,0.034,0.006,0.017,0.008
D.buzzatii,Binjour,-25.52,151.45,1994,1994,30,5,2,female,1.174,1.762,0.581,1.525,2.106,2.104,0.954,1.309,1.054,1.792,1.003,2.207,2.629,0.005,0.081,0.215,0.061,0.046,0.004,0.042,0.044,0.015,0.013,0.003
D.buzzatii,Binjour,-25.52,151.45,1994,1994,30,5,2,male,1.019,1.513,0.506,1.294,1.801,1.8,0.824,1.107,0.945,1.767,0.742,2.185,2.558,0.013,0.014,0.065,0.039,0.012,0.002,0.009,0.01,0.01,0.025,0.008
D.buzzatii,Binjour,-25.52,151.45,1994,1994,30,5,3,female,1.117,1.704,0.567,1.426,1.993,1.993,0.874,1.204,1.003,1.785,0.871,2.28,2.516,0.007,0.002,0.009,0.004,0.004,0.005,0.008,0.007,0.004,0.007,0.005
D.buzzatii,Binjour,-25.52,151.45,1994,1994,30,5,3,male,1.043,1.511,0.51,1.268,1.777,1.775,0.805,1.105,0.922,1.703,0.714,2.205,2.489,0.016,0.07,0.034,0.005,0.007,0.0187141162514828,0.008,0.008,0.022,0.021,0.005
D.buzzatii,Binjour,-25.52,151.45,1994,1994,30,6,1,female,1.125,1.741,0.579,1.497,2.076,2.075,0.954,1.299,1.08,1.845,0.99,2.175,2.585,0.009,0.011,0.098,0.006,0.02,0.005,0.015,0.015,0.002,0.013,0.008
D.buzzatii,Binjour,-25.52,151.45,1994,1994,30,6,1,male,1.055,1.496,0.504,1.275,1.779,1.777,0.805,1.103,0.908,1.685,0.715,2.208,2.532,0.019,0.004,0.203,0.021,0.036,0.011,0.025,0.025,0.01,0.02,0.006
D.buzzatii,Binjour,-25.52,151.45,1994,1994,30,6,2,female,1.099,1.645,0.556,1.426,1.982,1.981,0.869,1.199,0.982,1.803,0.861,2.28,2.565,0.008,0.053,0.074,0.014,0.016,0.0187141162514828,0.016,0.014,0.014,0.036,0.012
D.buzzatii,Binjour,-25.52,151.45,1994,1994,30,6,2,male,1.029,1.517,0.5,1.327,1.826,1.826,0.829,1.116,0.94,1.774,0.757,2.201,2.656,0.019,0.034,0.115,0.003,0.013,0.023,0.01,0.009,0.017,0.034,0.003
D.buzzatii,Binjour,-25.52,151.45,1994,1994,30,6,3,female,1.167,1.697,0.544,1.448,1.992,1.992,0.881,1.237,0.984,1.707,0.877,2.262,2.663,0.02,0.016,0.122,0.029,0.022,0.008,0.015,0.015,0.013,0.021,0.019
D.buzzatii,Binjour,-25.52,151.45,1994,1994,30,6,3,male,1.038,1.493,0.5,1.297,1.798,1.797,0.805,1.099,0.909,1.732,0.724,2.233,2.592,0.023,0.008,0.012,0.005,0.005,0.019,0.024,0.025,0.014,0.006,0.017
D.buzzatii,Binjour,-25.52,151.45,1994,1994,30,7,1,female,1.156,1.725,0.554,1.461,2.015,2.014,0.884,1.253,0.996,1.742,0.89,2.28,2.637,0.02,0.016,0.012,0.033,0.01,0.02,0.029,0.03,0.007,0.028,0.022
D.buzzatii,Binjour,-25.52,151.45,1994,1994,30,7,1,male,1.105,1.511,0.513,1.292,1.805,1.804,0.819,1.106,0.924,1.632,0.738,2.202,2.518,0.003,0.066,0.031,0.03,0.002,0.021,0.024,0.023,0.014,0.002,0.007
D.buzzatii,Binjour,-25.52,151.45,1994,1994,30,7,2,female,1.149,1.697,0.543,1.47,2.013,2.011,0.898,1.217,1.037,1.750,0.903,2.242,2.708,0.003,0.098,0.129,0.058,0.03,0.011,0.041,0.041,0.021,0.019,0.012
D.buzzatii,Binjour,-25.52,151.45,1994,1994,30,7,2,male,0.992,1.483,0.504,1.314,1.819,1.817,0.833,1.099,0.942,1.832,0.756,2.183,2.604,0.016,0.032,0.038,0.011,0.007,0.001,0.005,0.006,0.015,0.034,0.006
D.buzzatii,Binjour,-25.52,151.45,1994,1994,30,7,3,female,1.143,1.666,0.575,1.414,1.991,1.989,0.896,1.227,1.002,1.740,0.891,2.22,2.457,0.027,0.07,0.023,0.01,0.003,0.006,0.003,0.001,0.028,0.008,0.036
D.buzzatii,Binjour,-25.52,151.45,1994,1994,30,7,3,male,0.998,1.518,0.515,1.289,1.804,1.804,0.806,1.095,0.929,1.807,0.727,2.238,2.504,0.011,0.099,0.033,0.037,0.02,0.033,0.052,0.053,0.012,0.021,0.017
D.buzzatii,Binjour,-25.52,151.45,1994,1994,30,8,1,female,1.140,1.682,0.566,1.434,1.999,1.999,0.875,1.198,0.99,1.753,0.875,2.285,2.537,0.03,0.058,0.122,0.068,0.037,0.025,0.061,0.06,0.004,0.024,0.049
D.buzzatii,Binjour,-25.52,151.45,1994,1994,30,8,1,male,1.091,1.582,0.526,1.336,1.862,1.862,0.849,1.152,0.955,1.706,0.791,2.192,2.54,0.042,0.043,0.003,0.019,0.008,0.022,0.03,0.031,0.031,0.027,0.03
D.buzzatii,Binjour,-25.52,151.45,1994,1994,30,8,2,female,1.142,1.651,0.554,1.426,1.979,1.979,0.876,1.218,0.974,1.732,0.866,2.26,2.58,0.035,0.013,0.225,0.04,0.047,0.003,0.045,0.045,0.015,0.013,0.043
D.buzzatii,Binjour,-25.52,151.45,1994,1994,30,8,2,male,1.039,1.497,0.546,1.243,1.789,1.787,0.764,1.072,0.846,1.720,0.683,2.343,2.278,0.073,0.113,0.039,0.047,0.009,0.042,0.051,0.052,0.059,0.025,0.1
